Date,Country,Product,Population,Dose,NumberVaccinated,PercentCoverage,CumulativeNumberVaccinated,CumulativePercentCoverage,AgeBand
20210303,S92000003,Total,4549217,Dose 2,8724,0.191769264908665,105360,2.31600295171675,16 years and over
20210304,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,25582,"",901060,"",All vaccinations
20210304,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,151,"",2436,"",All vaccinations
20210304,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210304,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210304,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,1599,"",832500,"",All vaccinations
20210304,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,7417,"",110493,"",All vaccinations
20210304,S92000003,Total,"",Dose 1,27181,"",1733560,"",All vaccinations
20210304,S92000003,Total,4439078,Dose 1,27101,0.610509659888833,1732413,39.026414944725,18 years and over
20210304,S92000003,Total,2875396,Dose 1,22018,0.765738006173758,1550265,53.9148346871179,40 years and over
20210304,S92000003,Total,4549217,Dose 1,27180,0.597465453945151,1733540,38.1063378598999,16 years and over
20210304,S92000003,Total,"",Dose 2,7568,"",112929,"",All vaccinations
20210304,S92000003,Total,4439078,Dose 2,7557,0.170238053938228,112843,2.54203688243369,18 years and over
20210304,S92000003,Total,2875396,Dose 2,5501,0.191312779178937,82818,2.8802293666681,40 years and over
20210304,S92000003,Total,4549217,Dose 2,7568,0.166358298581932,112928,2.48236125029868,16 years and over
20210305,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,23892,"",924952,"",All vaccinations
20210305,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,140,"",2576,"",All vaccinations
20210305,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210305,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210305,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,2987,"",835487,"",All vaccinations
20210305,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,5600,"",116093,"",All vaccinations
20210305,S92000003,Total,"",Dose 1,26879,"",1760439,"",All vaccinations
20210305,S92000003,Total,4439078,Dose 1,26786,0.603413591741348,1759199,39.6298285364664,18 years and over
20210305,S92000003,Total,2875396,Dose 1,21524,0.748557763869742,1571789,54.6633924509876,40 years and over
20210305,S92000003,Total,4549217,Dose 1,26879,0.590848930706097,1760419,38.6971867906059,16 years and over
20210305,S92000003,Total,"",Dose 2,5740,"",118669,"",All vaccinations
20210305,S92000003,Total,4439078,Dose 2,5733,0.129148440284221,118576,2.67118532271792,18 years and over
20210305,S92000003,Total,2875396,Dose 2,4140,0.143980168296819,86958,3.02420953496492,40 years and over
20210305,S92000003,Total,4549217,Dose 2,5740,0.126175559442427,118668,2.60853680974111,16 years and over
20210306,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,14669,"",939621,"",All vaccinations
20210306,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,36,"",2612,"",All vaccinations
20210306,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210306,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210306,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,3256,"",838743,"",All vaccinations
20210306,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,3161,"",119254,"",All vaccinations
20210306,S92000003,Total,"",Dose 1,17925,"",1778364,"",All vaccinations
20210306,S92000003,Total,4439078,Dose 1,17687,0.398438594681148,1776886,40.0282671311475,18 years and over
20210306,S92000003,Total,2875396,Dose 1,13812,0.48035122814388,1585601,55.1437436791315,40 years and over
20210306,S92000003,Total,4549217,Dose 1,17925,0.394023850697823,1778344,39.0912106413038,16 years and over
20210306,S92000003,Total,"",Dose 2,3197,"",121866,"",All vaccinations
20210306,S92000003,Total,4439078,Dose 2,3197,0.0720194598968525,121773,2.74320478261477,18 years and over
20210306,S92000003,Total,2875396,Dose 2,2654,0.0923003301110525,89612,3.11650986507598,40 years and over
20210306,S92000003,Total,4549217,Dose 2,3197,0.0702758298845714,121865,2.67881263962568,16 years and over
20210307,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,8859,"",948480,"",All vaccinations
20210307,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,23,"",2635,"",All vaccinations
20210307,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210307,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210307,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,2398,"",841141,"",All vaccinations
20210307,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,1619,"",120873,"",All vaccinations
20210307,S92000003,Total,"",Dose 1,11257,"",1789621,"",All vaccinations
20210307,S92000003,Total,4439078,Dose 1,11246,0.253340896465437,1788132,40.2816080276129,18 years and over
20210307,S92000003,Total,2875396,Dose 1,8752,0.304375466892212,1594353,55.4481191460237,40 years and over
20210307,S92000003,Total,4549217,Dose 1,11256,0.24742719461393,1789600,39.3386378359177,16 years and over
20210307,S92000003,Total,"",Dose 2,1642,"",123508,"",All vaccinations
20210307,S92000003,Total,4439078,Dose 2,1637,0.0368770271664521,123410,2.78008180978122,18 years and over
20210307,S92000003,Total,2875396,Dose 2,1171,0.0407248253805737,90783,3.15723469045655,40 years and over
20210307,S92000003,Total,4549217,Dose 2,1642,0.0360941234502553,123507,2.71490676307593,16 years and over
20210308,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,14130,"",962610,"",All vaccinations
20210308,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,184,"",2819,"",All vaccinations
20210308,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210308,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210308,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,1107,"",842248,"",All vaccinations
20210308,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,4731,"",125604,"",All vaccinations
20210308,S92000003,Total,"",Dose 1,15237,"",1804858,"",All vaccinations
20210308,S92000003,Total,4439078,Dose 1,15205,0.342526083119062,1803337,40.624134110732,18 years and over
20210308,S92000003,Total,2875396,Dose 1,11406,0.396675797003265,1605759,55.844794943027,40 years and over
20210308,S92000003,Total,4549217,Dose 1,15237,0.334936759446736,1804837,39.6735745953644,16 years and over
20210308,S92000003,Total,"",Dose 2,4915,"",128423,"",All vaccinations
20210308,S92000003,Total,4439078,Dose 2,4910,0.110608554298888,128320,2.89069036408011,18 years and over
20210308,S92000003,Total,2875396,Dose 2,3697,0.128573594732691,94480,3.28580828518924,40 years and over
20210308,S92000003,Total,4549217,Dose 2,4915,0.108040570498176,128422,2.82294733357411,16 years and over
20210309,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,17861,"",980471,"",All vaccinations
20210309,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,266,"",3085,"",All vaccinations
20210309,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210309,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210309,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,1066,"",843314,"",All vaccinations
20210309,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,9486,"",135090,"",All vaccinations
20210309,S92000003,Total,"",Dose 1,18927,"",1823785,"",All vaccinations
20210309,S92000003,Total,4439078,Dose 1,18821,0.423984440012093,1822158,41.0481185507441,18 years and over
20210309,S92000003,Total,2875396,Dose 1,13513,0.469952660433554,1619272,56.3147476034605,40 years and over
20210309,S92000003,Total,4549217,Dose 1,18927,0.416049619088296,1823764,40.0896242144527,16 years and over
20210309,S92000003,Total,"",Dose 2,9752,"",138175,"",All vaccinations
20210309,S92000003,Total,4439078,Dose 2,9742,0.219459986961256,138062,3.11015035104137,18 years and over
20210309,S92000003,Total,2875396,Dose 2,7015,0.243966396280721,101495,3.52977468146996,40 years and over
20210309,S92000003,Total,4549217,Dose 2,9752,0.214366560223441,138174,3.03731389379755,16 years and over
20210310,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,15853,"",996324,"",All vaccinations
20210310,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,287,"",3372,"",All vaccinations
20210310,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210310,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210310,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,770,"",844084,"",All vaccinations
20210310,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,8824,"",143914,"",All vaccinations
20210310,S92000003,Total,"",Dose 1,16623,"",1840408,"",All vaccinations
20210310,S92000003,Total,4439078,Dose 1,16587,0.373658674166122,1838745,41.4217772249102,18 years and over
20210310,S92000003,Total,2875396,Dose 1,11953,0.415699263684028,1631225,56.7304468671446,40 years and over
20210310,S92000003,Total,4549217,Dose 1,16622,0.365381559068297,1840386,40.455005773521,16 years and over
20210310,S92000003,Total,"",Dose 2,9111,"",147286,"",All vaccinations
20210310,S92000003,Total,4439078,Dose 2,9105,0.20511016026301,147167,3.31526051130437,18 years and over
20210310,S92000003,Total,2875396,Dose 2,6839,0.237845500237185,108334,3.76762018170715,40 years and over
20210310,S92000003,Total,4549217,Dose 2,9111,0.200276223358877,147285,3.23759011715643,16 years and over
20210311,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,17912,"",1014236,"",All vaccinations
20210311,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,452,"",3824,"",All vaccinations
20210311,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210311,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210311,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,1430,"",845514,"",All vaccinations
20210311,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,7472,"",151386,"",All vaccinations
20210311,S92000003,Total,"",Dose 1,19342,"",1859750,"",All vaccinations
20210311,S92000003,Total,4439078,Dose 1,19035,0.428805260912289,1857780,41.8505824858225,18 years and over
20210311,S92000003,Total,2875396,Dose 1,13119,0.456250199972456,1644344,57.186697067117,40 years and over
20210311,S92000003,Total,4549217,Dose 1,19342,0.425172068072374,1859728,40.8801778415934,16 years and over
20210311,S92000003,Total,"",Dose 2,7924,"",155210,"",All vaccinations
20210311,S92000003,Total,4439078,Dose 2,7918,0.17837037330725,155085,3.49363088461162,18 years and over
20210311,S92000003,Total,2875396,Dose 2,5968,0.207554020385366,114302,3.97517420209251,40 years and over
20210311,S92000003,Total,4549217,Dose 2,7924,0.174183821083936,155209,3.41177393824036,16 years and over
20210312,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,21055,"",1035291,"",All vaccinations
20210312,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,494,"",4318,"",All vaccinations
20210312,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210312,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210312,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,907,"",846421,"",All vaccinations
20210312,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,6567,"",157953,"",All vaccinations
20210312,S92000003,Total,"",Dose 1,21962,"",1881712,"",All vaccinations
20210312,S92000003,Total,4439078,Dose 1,21880,0.492895146244333,1879660,42.3434776320668,18 years and over
20210312,S92000003,Total,2875396,Dose 1,15189,0.528240284120865,1659533,57.7149373512379,40 years and over
20210312,S92000003,Total,4549217,Dose 1,21961,0.482742414793579,1881689,41.362920256387,16 years and over
20210312,S92000003,Total,"",Dose 2,7061,"",162271,"",All vaccinations
20210312,S92000003,Total,4439078,Dose 2,7055,0.158929399303189,162140,3.65256028391481,18 years and over
20210312,S92000003,Total,2875396,Dose 2,5304,0.184461548948388,119606,4.1596357510409,40 years and over
20210312,S92000003,Total,4549217,Dose 2,7061,0.15521352355801,162270,3.56698746179837,16 years and over
20210313,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,23996,"",1059287,"",All vaccinations
20210313,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,525,"",4843,"",All vaccinations
20210313,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210313,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210313,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,474,"",846895,"",All vaccinations
20210313,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,4592,"",162545,"",All vaccinations
20210313,S92000003,Total,"",Dose 1,24470,"",1906182,"",All vaccinations
20210313,S92000003,Total,4439078,Dose 1,24369,0.548965348209696,1904029,42.8924429802765,18 years and over
20210313,S92000003,Total,2875396,Dose 1,20107,0.699277595155589,1679640,58.4142149463935,40 years and over
20210313,S92000003,Total,4549217,Dose 1,24469,0.537872781184103,1906158,41.9007930375711,16 years and over
20210313,S92000003,Total,"",Dose 2,5117,"",167388,"",All vaccinations
20210313,S92000003,Total,4439078,Dose 2,5113,0.115181575993934,167253,3.76774185990875,18 years and over
20210313,S92000003,Total,2875396,Dose 2,3956,0.137581049705849,123562,4.29721680074675,40 years and over
20210313,S92000003,Total,4549217,Dose 2,5117,0.11248089506392,167387,3.67946835686229,16 years and over
20210314,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,19546,"",1078833,"",All vaccinations
20210314,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,39,"",4882,"",All vaccinations
20210314,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210314,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210314,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,864,"",847759,"",All vaccinations
20210314,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,1909,"",164454,"",All vaccinations
20210314,S92000003,Total,"",Dose 1,20410,"",1926592,"",All vaccinations
20210314,S92000003,Total,4439078,Dose 1,19834,0.446804494086385,1923863,43.3392474743629,18 years and over
20210314,S92000003,Total,2875396,Dose 1,15228,0.529596619039604,1694868,58.9438115654331,40 years and over
20210314,S92000003,Total,4549217,Dose 1,20409,0.448626653773605,1926567,42.3494196913447,16 years and over
20210314,S92000003,Total,"",Dose 2,1948,"",169336,"",All vaccinations
20210314,S92000003,Total,4439078,Dose 2,1948,0.043882986512064,169201,3.81162484642081,18 years and over
20210314,S92000003,Total,2875396,Dose 2,1310,0.0455589421422302,124872,4.34277574288898,40 years and over
20210314,S92000003,Total,4549217,Dose 2,1948,0.0428205557132139,169335,3.72228891257551,16 years and over
20210315,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,31923,"",1110756,"",All vaccinations
20210315,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,770,"",5652,"",All vaccinations
20210315,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210315,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210315,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,696,"",848455,"",All vaccinations
20210315,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,7098,"",171552,"",All vaccinations
20210315,S92000003,Total,"",Dose 1,32619,"",1959211,"",All vaccinations
20210315,S92000003,Total,4439078,Dose 1,32514,0.732449396023228,1956377,44.0716968703862,18 years and over
20210315,S92000003,Total,2875396,Dose 1,29186,1.01502540867414,1724054,59.9588369741072,40 years and over
20210315,S92000003,Total,4549217,Dose 1,32616,0.716958544734182,1959183,43.0663782360789,16 years and over
20210315,S92000003,Total,"",Dose 2,7868,"",177204,"",All vaccinations
20210315,S92000003,Total,4439078,Dose 2,7864,0.177153904481967,177065,3.98877875090278,18 years and over
20210315,S92000003,Total,2875396,Dose 2,5578,0.193990671197985,130450,4.53676641408696,40 years and over
20210315,S92000003,Total,4549217,Dose 2,7868,0.172952840016205,177203,3.89524175259171,16 years and over
20210316,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,36945,"",1147701,"",All vaccinations
20210316,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,1357,"",7009,"",All vaccinations
20210316,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210316,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210316,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,761,"",849216,"",All vaccinations
20210316,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,10606,"",182158,"",All vaccinations
20210316,S92000003,Total,"",Dose 1,37706,"",1996917,"",All vaccinations
20210316,S92000003,Total,4439078,Dose 1,37589,0.84677493839937,1993966,44.9184718087855,18 years and over
20210316,S92000003,Total,2875396,Dose 1,34305,1.19305306121313,1758359,61.1518900353204,40 years and over
20210316,S92000003,Total,4549217,Dose 1,37705,0.828823949264236,1996888,43.8952021853431,16 years and over
20210316,S92000003,Total,"",Dose 2,11963,"",189167,"",All vaccinations
20210316,S92000003,Total,4439078,Dose 2,11956,0.269335208797863,189021,4.25811395970064,18 years and over
20210316,S92000003,Total,2875396,Dose 2,8842,0.307505470550839,139292,4.8442718846378,40 years and over
20210316,S92000003,Total,4549217,Dose 2,11963,0.262968330594034,189166,4.15821008318574,16 years and over
20210317,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,42190,"",1189891,"",All vaccinations
20210317,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,1339,"",8348,"",All vaccinations
20210317,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20210317,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20210317,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,623,"",849839,"",All vaccinations
20210317,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,9596,"",191754,"",All vaccinations
